Year,Month,FIPS,Beverage,Gallons,Ethanol,Population,PerCapita,State,Month.1,Month - Year (Word),Month - Year (Numeric),Month - Year (Date)
2019,10,49,2,347209,44790,2484352,0.018000000000000002,Utah,October,October 2019,10 2019,2019-10-01
2019,10,51,2,2456544,316894,7094962,0.0447,Virginia,October,October 2019,10 2019,2019-10-01
2019,10,55,2,1339557,172803,4851640,0.0356,Wisconsin,October,October 2019,10 2019,2019-10-01
2019,10,2,3,1062313,47804,589481,0.0811,Alaska,October,October 2019,10 2019,2019-10-01
2019,10,5,3,4573038,205787,2476087,0.0831,Arkansas,October,October 2019,10 2019,2019-10-01
2019,10,8,3,10362600,466317,4789291,0.0974,Colorado,October,October 2019,10 2019,2019-10-01
2019,10,9,3,4346478,195592,3019188,0.0648,Connecticut,October,October 2019,10 2019,2019-10-01
2019,10,10,3,1613633,72613,816603,0.0889,Delaware,October,October 2019,10 2019,2019-10-01
2019,10,12,3,36773108,1654790,18207522,0.0909,Florida,October,October 2019,10 2019,2019-10-01
2019,10,17,3,20850816,938287,10512479,0.0893,Illinois,October,October 2019,10 2019,2019-10-01
2019,10,20,3,4305972,193769,2371396,0.0817,Kansas,October,October 2019,10 2019,2019-10-01
2019,10,21,3,6973140,313791,3691561,0.085,Kentucky,October,October 2019,10 2019,2019-10-01
2019,10,25,3,8007589,360341,5862386,0.0615,Massachusetts,October,October 2019,10 2019,2019-10-01
2019,10,29,3,10168542,457584,5077875,0.0901,Missouri,October,October 2019,10 2019,2019-10-01
2019,10,38,3,1385239,62336,617880,0.1009,North Dakota,October,October 2019,10 2019,2019-10-01
2019,10,41,3,7510612,337978,3547474,0.0953,Oregon,October,October 2019,10 2019,2019-10-01
2019,10,47,3,10884657,489810,5661532,0.0865,Tennessee,October,October 2019,10 2019,2019-10-01
2019,10,48,3,49106851,2209808,23257363,0.095,Texas,October,October 2019,10 2019,2019-10-01
2019,10,51,3,13038180,586718,7094962,0.0827,Virginia,October,October 2019,10 2019,2019-10-01
2019,11,2,1,136281,56012,589481,0.095,Alaska,November,November 2019,11 2019,2019-11-01
2019,11,5,1,446508,183515,2476087,0.0741,Arkansas,November,November 2019,11 2019,2019-11-01
2019,11,8,1,1066200,438208,4789291,0.0915,Colorado,November,November 2019,11 2019,2019-11-01
2019,11,9,1,723486,297353,3019188,0.0985,Connecticut,November,November 2019,11 2019,2019-11-01
2019,11,10,1,289595,119024,816603,0.1458,Delaware,November,November 2019,11 2019,2019-11-01
2019,11,12,1,4236520,1741210,18207522,0.0956,Florida,November,November 2019,11 2019,2019-11-01
2019,11,17,1,1916479,787673,10512479,0.0749,Illinois,November,November 2019,11 2019,2019-11-01
2019,11,20,1,467782,192258,2371396,0.0811,Kansas,November,November 2019,11 2019,2019-11-01
2019,11,21,1,738921,303697,3691561,0.0823,Kentucky,November,November 2019,11 2019,2019-11-01
2019,11,22,1,841629,345909,3799736,0.091,Louisiana,November,November 2019,11 2019,2019-11-01
2019,11,25,1,1166837,479570,5862386,0.0818,Massachusetts,November,November 2019,11 2019,2019-11-01
2019,11,29,1,1305799,536684,5077875,0.1057,Missouri,November,November 2019,11 2019,2019-11-01
2019,11,38,1,152896,62840,617880,0.1017,North Dakota,November,November 2019,11 2019,2019-11-01
2019,11,47,1,1107214,455065,5661532,0.0804,Tennessee,November,November 2019,11 2019,2019-11-01
2019,11,48,1,3694694,1518519,23257363,0.0653,Texas,November,November 2019,11 2019,2019-11-01
2019,11,49,1,272233,111888,2484352,0.045,Utah,November,November 2019,11 2019,2019-11-01
2019,11,51,1,1171109,481326,7094962,0.0678,Virginia,November,November 2019,11 2019,2019-11-01
2019,11,55,1,1474343,605955,4851640,0.1249,Wisconsin,November,November 2019,11 2019,2019-11-01
2019,11,2,2,195845,25264,589481,0.0429,Alaska,November,November 2019,11 2019,2019-11-01
2019,11,5,2,415568,53608,2476087,0.0217,Arkansas,November,November 2019,11 2019,2019-11-01
2019,11,8,2,1593000,205497,4789291,0.0429,Colorado,November,November 2019,11 2019,2019-11-01
2019,11,9,2,1374744,177342,3019188,0.0587,Connecticut,November,November 2019,11 2019,2019-11-01
2019,11,10,2,337388,43523,816603,0.0533,Delaware,November,November 2019,11 2019,2019-11-01
2019,11,12,2,8238048,1062708,18207522,0.0584,Florida,November,November 2019,11 2019,2019-11-01
2019,11,17,2,3378000,435762,10512479,0.0415,Illinois,November,November 2019,11 2019,2019-11-01
2019,11,21,2,580560,74892,3691561,0.0203,Kentucky,November,November 2019,11 2019,2019-11-01
2019,11,22,2,940350,121305,3799736,0.0319,Louisiana,November,November 2019,11 2019,2019-11-01
2019,11,25,2,2421445,312366,5862386,0.0533,Massachusetts,November,November 2019,11 2019,2019-11-01
2019,11,29,2,1300527,167768,5077875,0.033,Missouri,November,November 2019,11 2019,2019-11-01
2019,11,38,2,168722,21765,617880,0.0352,North Dakota,November,November 2019,11 2019,2019-11-01
2019,11,41,2,1164342,150200,3547474,0.0423,Oregon,November,November 2019,11 2019,2019-11-01
2019,11,47,2,1286649,165978,5661532,0.0293,Tennessee,November,November 2019,11 2019,2019-11-01
2019,11,48,2,5089297,656519,23257363,0.0282,Texas,November,November 2019,11 2019,2019-11-01
2019,11,49,2,301834,38937,2484352,0.0157,Utah,November,November 2019,11 2019,2019-11-01
2019,11,51,2,2479875,319904,7094962,0.0451,Virginia,November,November 2019,11 2019,2019-11-01
2019,11,55,2,1463107,188741,4851640,0.0389,Wisconsin,November,November 2019,11 2019,2019-11-01
2019,11,2,3,952581,42866,589481,0.0727,Alaska,November,November 2019,11 2019,2019-11-01
2019,11,5,3,4269175,192113,2476087,0.0776,Arkansas,November,November 2019,11 2019,2019-11-01
2019,11,8,3,9326600,419697,4789291,0.0876,Colorado,November,November 2019,11 2019,2019-11-01
2019,11,9,3,4067124,183021,3019188,0.0606,Connecticut,November,November 2019,11 2019,2019-11-01
2019,11,10,3,1464213,65890,816603,0.0807,Delaware,November,November 2019,11 2019,2019-11-01
2019,11,12,3,34606811,1557307,18207522,0.0855,Florida,November,November 2019,11 2019,2019-11-01
2019,11,17,3,19092456,859161,10512479,0.0817,Illinois,November,November 2019,11 2019,2019-11-01
2019,11,20,3,4486528,201894,2371396,0.0851,Kansas,November,November 2019,11 2019,2019-11-01
2019,11,21,3,7778669,350040,3691561,0.0948,Kentucky,November,November 2019,11 2019,2019-11-01
2019,11,25,3,8521130,383451,5862386,0.0654,Massachusetts,November,November 2019,11 2019,2019-11-01
2019,11,29,3,9354295,420943,5077875,0.0829,Missouri,November,November 2019,11 2019,2019-11-01
2019,11,38,3,1516723,68253,617880,0.1105,North Dakota,November,November 2019,11 2019,2019-11-01
2019,11,41,3,6932482,311962,3547474,0.0879,Oregon,November,November 2019,11 2019,2019-11-01
2019,11,47,3,10712847,482078,5661532,0.0851,Tennessee,November,November 2019,11 2019,2019-11-01
2019,11,48,3,55166861,2482509,23257363,0.1067,Texas,November,November 2019,11 2019,2019-11-01
2019,11,51,3,11525317,518639,7094962,0.0731,Virginia,November,November 2019,11 2019,2019-11-01
2019,12,2,1,161523,66386,589481,0.1126,Alaska,December,December 2019,12 2019,2019-12-01
2019,12,5,1,409395,168261,2476087,0.068,Arkansas,December,December 2019,12 2019,2019-12-01
2019,12,8,1,1177900,484117,4789291,0.1011,Colorado,December,December 2019,12 2019,2019-12-01
2019,12,9,1,693863,285178,3019188,0.0945,Connecticut,December,December 2019,12 2019,2019-12-01
2019,12,10,1,381875,156951,816603,0.1922,Delaware,December,December 2019,12 2019,2019-12-01
2019,12,12,1,5825463,2394265,18207522,0.1315,Florida,December,December 2019,12 2019,2019-12-01
2019,12,17,1,2694110,1107279,10512479,0.1053,Illinois,December,December 2019,12 2019,2019-12-01
2019,12,20,1,410284,168627,2371396,0.0711,Kansas,December,December 2019,12 2019,2019-12-01
2019,12,21,1,668262,274656,3691561,0.0744,Kentucky,December,December 2019,12 2019,2019-12-01
2019,12,22,1,1031522,423955,3799736,0.1116,Louisiana,December,December 2019,12 2019,2019-12-01
2019,12,25,1,1832448,753136,5862386,0.1285,Massachusetts,December,December 2019,12 2019,2019-12-01
2019,12,29,1,1251898,514530,5077875,0.1013,Missouri,December,December 2019,12 2019,2019-12-01
2019,12,38,1,227198,93379,617880,0.1511,North Dakota,December,December 2019,12 2019,2019-12-01
2019,12,47,1,1057551,434654,5661532,0.0768,Tennessee,December,December 2019,12 2019,2019-12-01
2019,12,48,1,3765449,1547600,23257363,0.0665,Texas,December,December 2019,12 2019,2019-12-01
2019,12,49,1,317610,130538,2484352,0.0525,Utah,December,December 2019,12 2019,2019-12-01
2019,12,51,1,1336932,549479,7094962,0.0774,Virginia,December,December 2019,12 2019,2019-12-01
2019,12,55,1,1263487,519293,4851640,0.107,Wisconsin,December,December 2019,12 2019,2019-12-01
2019,12,2,2,212680,27436,589481,0.0465,Alaska,December,December 2019,12 2019,2019-12-01
2019,12,5,2,385233,49695,2476087,0.0201,Arkansas,December,December 2019,12 2019,2019-12-01
2019,12,8,2,1497100,193126,4789291,0.0403,Colorado,December,December 2019,12 2019,2019-12-01
2019,12,9,2,1331113,171714,3019188,0.0569,Connecticut,December,December 2019,12 2019,2019-12-01
2019,12,10,2,551545,71149,816603,0.0871,Delaware,December,December 2019,12 2019,2019-12-01
2019,12,12,2,8276632,1067685,18207522,0.0586,Florida,December,December 2019,12 2019,2019-12-01
2019,12,17,2,4276754,551701,10512479,0.0525,Illinois,December,December 2019,12 2019,2019-12-01
2019,12,21,2,562860,72609,3691561,0.0197,Kentucky,December,December 2019,12 2019,2019-12-01
2019,12,22,2,1099610,141850,3799736,0.0373,Louisiana,December,December 2019,12 2019,2019-12-01
2019,12,25,2,3414250,440438,5862386,0.0751,Massachusetts,December,December 2019,12 2019,2019-12-01
2019,12,29,2,1355424,174850,5077875,0.0344,Missouri,December,December 2019,12 2019,2019-12-01
2019,12,38,2,211461,27278,617880,0.0441,North Dakota,December,December 2019,12 2019,2019-12-01
2019,12,41,2,1354573,174740,3547474,0.0493,Oregon,December,December 2019,12 2019,2019-12-01
2019,12,47,2,1261960,162793,5661532,0.0288,Tennessee,December,December 2019,12 2019,2019-12-01
2019,12,48,2,5451990,703307,23257363,0.0302,Texas,December,December 2019,12 2019,2019-12-01
2019,12,49,2,356340,45968,2484352,0.0185,Utah,December,December 2019,12 2019,2019-12-01
2019,12,51,2,2757294,355691,7094962,0.0501,Virginia,December,December 2019,12 2019,2019-12-01
2019,12,55,2,1241555,160161,4851640,0.033,Wisconsin,December,December 2019,12 2019,2019-12-01
2019,12,2,3,967735,43548,589481,0.0739,Alaska,December,December 2019,12 2019,2019-12-01
2019,12,5,3,3488029,156961,2476087,0.0634,Arkansas,December,December 2019,12 2019,2019-12-01
2019,12,8,3,9503400,427653,4789291,0.0893,Colorado,December,December 2019,12 2019,2019-12-01
2019,12,9,3,4499695,202486,3019188,0.0671,Connecticut,December,December 2019,12 2019,2019-12-01
2019,12,10,3,1596772,71855,816603,0.08800000000000001,Delaware,December,December 2019,12 2019,2019-12-01
2019,12,12,3,37192841,1673678,18207522,0.0919,Florida,December,December 2019,12 2019,2019-12-01
2019,12,17,3,21176892,952960,10512479,0.0907,Illinois,December,December 2019,12 2019,2019-12-01
2019,12,20,3,3774539,169854,2371396,0.0716,Kansas,December,December 2019,12 2019,2019-12-01
2019,12,21,3,5755559,259000,3691561,0.0702,Kentucky,December,December 2019,12 2019,2019-12-01
2019,12,25,3,9016289,405733,5862386,0.0692,Massachusetts,December,December 2019,12 2019,2019-12-01
2019,12,29,3,9547638,429644,5077875,0.0846,Missouri,December,December 2019,12 2019,2019-12-01
2019,12,38,3,1581953,71188,617880,0.1152,North Dakota,December,December 2019,12 2019,2019-12-01
2019,12,41,3,6840035,307802,3547474,0.0868,Oregon,December,December 2019,12 2019,2019-12-01
2019,12,47,3,9645849,434063,5661532,0.0767,Tennessee,December,December 2019,12 2019,2019-12-01
2019,12,48,3,48725340,2192640,23257363,0.0943,Texas,December,December 2019,12 2019,2019-12-01
2019,12,51,3,12098896,544450,7094962,0.0767,Virginia,December,December 2019,12 2019,2019-12-01
2020,1,2,1,121885,50095,589481,0.085,Alaska,January,January 2020,1 2020,2020-01-01
2020,1,5,1,325925,133955,2476087,0.0541,Arkansas,January,January 2020,1 2020,2020-01-01
2020,1,8,1,896700,368544,4789291,0.077,Colorado,January,January 2020,1 2020,2020-01-01
2020,1,9,1,656658,269886,3019188,0.0894,Connecticut,January,January 2020,1 2020,2020-01-01
2020,1,10,1,175845,72272,816603,0.0885,Delaware,January,January 2020,1 2020,2020-01-01
2020,1,12,1,3463591,1423536,18207522,0.0782,Florida,January,January 2020,1 2020,2020-01-01
2020,1,17,1,1287157,529021,10512479,0.0503,Illinois,January,January 2020,1 2020,2020-01-01
2020,1,20,1,357762,147040,2371396,0.062,Kansas,January,January 2020,1 2020,2020-01-01
2020,1,21,1,915314,376194,3691561,0.1019,Kentucky,January,January 2020,1 2020,2020-01-01
2020,1,22,1,745114,306242,3799736,0.0806,Louisiana,January,January 2020,1 2020,2020-01-01
2020,1,25,1,775435,318704,5862386,0.0544,Massachusetts,January,January 2020,1 2020,2020-01-01
2020,1,29,1,825776,339394,5077875,0.0668,Missouri,January,January 2020,1 2020,2020-01-01
2020,1,38,1,128193,52687,617880,0.0853,North Dakota,January,January 2020,1 2020,2020-01-01
2020,1,47,1,1367014,561843,5661532,0.0992,Tennessee,January,January 2020,1 2020,2020-01-01
2020,1,48,1,4654623,1913050,23257363,0.0823,Texas,January,January 2020,1 2020,2020-01-01
2020,1,49,1,324281,133279,2484352,0.0536,Utah,January,January 2020,1 2020,2020-01-01
2020,1,51,1,919804,378039,7094962,0.0533,Virginia,January,January 2020,1 2020,2020-01-01
2020,1,55,1,1505393,618717,4851640,0.1275,Wisconsin,January,January 2020,1 2020,2020-01-01
2020,1,2,2,143291,18485,589481,0.0314,Alaska,January,January 2020,1 2020,2020-01-01
2020,1,5,2,431392,55650,2476087,0.0225,Arkansas,January,January 2020,1 2020,2020-01-01
2020,1,8,2,1264300,163095,4789291,0.0341,Colorado,January,January 2020,1 2020,2020-01-01
2020,1,9,2,1329152,171461,3019188,0.0568,Connecticut,January,January 2020,1 2020,2020-01-01
2020,1,10,2,249454,32180,816603,0.0394,Delaware,January,January 2020,1 2020,2020-01-01
2020,1,12,2,6423304,828606,18207522,0.0455,Florida,January,January 2020,1 2020,2020-01-01
2020,1,17,2,2370672,305817,10512479,0.0291,Illinois,January,January 2020,1 2020,2020-01-01
2020,1,21,2,732418,94482,3691561,0.0256,Kentucky,January,January 2020,1 2020,2020-01-01
2020,1,22,2,790085,101921,3799736,0.0268,Louisiana,January,January 2020,1 2020,2020-01-01
2020,1,25,2,1472257,189921,5862386,0.0324,Massachusetts,January,January 2020,1 2020,2020-01-01
2020,1,29,2,1260367,162587,5077875,0.032,Missouri,January,January 2020,1 2020,2020-01-01
2020,1,38,2,90482,11672,617880,0.0189,North Dakota,January,January 2020,1 2020,2020-01-01
2020,1,41,2,1517309,195733,3547474,0.0552,Oregon,January,January 2020,1 2020,2020-01-01
2020,1,47,2,1789268,230816,5661532,0.0408,Tennessee,January,January 2020,1 2020,2020-01-01
2020,1,48,2,6320419,815334,23257363,0.0351,Texas,January,January 2020,1 2020,2020-01-01
2020,1,49,2,347789,44865,2484352,0.0181,Utah,January,January 2020,1 2020,2020-01-01
2020,1,51,2,2038808,263006,7094962,0.0371,Virginia,January,January 2020,1 2020,2020-01-01
2020,1,55,2,1297703,167404,4851640,0.0345,Wisconsin,January,January 2020,1 2020,2020-01-01
2020,1,2,3,873146,39292,589481,0.0667,Alaska,January,January 2020,1 2020,2020-01-01
2020,1,5,3,3057175,137573,2476087,0.0556,Arkansas,January,January 2020,1 2020,2020-01-01
2020,1,8,3,8914300,401144,4789291,0.0838,Colorado,January,January 2020,1 2020,2020-01-01
2020,1,9,3,4291489,193117,3019188,0.064,Connecticut,January,January 2020,1 2020,2020-01-01
2020,1,10,3,1248514,56183,816603,0.0688,Delaware,January,January 2020,1 2020,2020-01-01
2020,1,12,3,34260264,1541712,18207522,0.0847,Florida,January,January 2020,1 2020,2020-01-01
2020,1,17,3,17302917,778631,10512479,0.0741,Illinois,January,January 2020,1 2020,2020-01-01
2020,1,20,3,4223947,190078,2371396,0.0802,Kansas,January,January 2020,1 2020,2020-01-01
2020,1,21,3,5477229,246475,3691561,0.0668,Kentucky,January,January 2020,1 2020,2020-01-01
2020,1,25,3,8783953,395278,5862386,0.0674,Massachusetts,January,January 2020,1 2020,2020-01-01
2020,1,29,3,8359075,376158,5077875,0.0741,Missouri,January,January 2020,1 2020,2020-01-01
2020,1,38,3,1605193,72234,617880,0.1169,North Dakota,January,January 2020,1 2020,2020-01-01
2020,1,41,3,6066399,272988,3547474,0.077,Oregon,January,January 2020,1 2020,2020-01-01
2020,1,47,3,9368969,421604,5661532,0.0745,Tennessee,January,January 2020,1 2020,2020-01-01
2020,1,48,3,55169587,2482631,23257363,0.1067,Texas,January,January 2020,1 2020,2020-01-01
2020,1,51,3,10969587,493631,7094962,0.0696,Virginia,January,January 2020,1 2020,2020-01-01
2020,2,2,1,124792,51290,589481,0.087,Alaska,February,February 2020,2 2020,2020-02-01
2020,2,5,1,299452,123075,2476087,0.0497,Arkansas,February,February 2020,2 2020,2020-02-01
2020,2,8,1,1017700,418275,4789291,0.0873,Colorado,February,February 2020,2 2020,2020-02-01
2020,2,9,1,620677,255098,3019188,0.0845,Connecticut,February,February 2020,2 2020,2020-02-01
2020,2,10,1,354679,145773,816603,0.1785,Delaware,February,February 2020,2 2020,2020-02-01
2020,2,12,1,3725341,1531115,18207522,0.0841,Florida,February,February 2020,2 2020,2020-02-01
2020,2,17,1,1594544,655358,10512479,0.0623,Illinois,February,February 2020,2 2020,2020-02-01
2020,2,20,1,330511,135840,2371396,0.0573,Kansas,February,February 2020,2 2020,2020-02-01
2020,2,21,1,482955,198494,3691561,0.0538,Kentucky,February,February 2020,2 2020,2020-02-01
2020,2,22,1,824304,338789,3799736,0.0892,Louisiana,February,February 2020,2 2020,2020-02-01
2020,2,25,1,923379,379509,5862386,0.0647,Massachusetts,February,February 2020,2 2020,2020-02-01
2020,2,29,1,1029767,423234,5077875,0.0833,Missouri,February,February 2020,2 2020,2020-02-01
2020,2,38,1,146957,60399,617880,0.0978,North Dakota,February,February 2020,2 2020,2020-02-01
2020,2,47,1,837058,344031,5661532,0.0608,Tennessee,February,February 2020,2 2020,2020-02-01
2020,2,48,1,3321070,1364960,23257363,0.0587,Texas,February,February 2020,2 2020,2020-02-01
2020,2,49,1,256472,105410,2484352,0.0424,Utah,February,February 2020,2 2020,2020-02-01
2020,2,51,1,966554,397254,7094962,0.055999999999999994,Virginia,February,February 2020,2 2020,2020-02-01
2020,2,55,1,1082700,444990,4851640,0.0917,Wisconsin,February,February 2020,2 2020,2020-02-01
2020,2,2,2,183387,23657,589481,0.0401,Alaska,February,February 2020,2 2020,2020-02-01
2020,2,5,2,351567,45352,2476087,0.0183,Arkansas,February,February 2020,2 2020,2020-02-01
2020,2,8,2,1438400,185554,4789291,0.0387,Colorado,February,February 2020,2 2020,2020-02-01
2020,2,9,2,914697,117996,3019188,0.0391,Connecticut,February,February 2020,2 2020,2020-02-01
2020,2,10,2,370263,47764,816603,0.0585,Delaware,February,February 2020,2 2020,2020-02-01
2020,2,12,2,7421882,957423,18207522,0.0526,Florida,February,February 2020,2 2020,2020-02-01
2020,2,17,2,2658824,342988,10512479,0.0326,Illinois,February,February 2020,2 2020,2020-02-01
2020,2,21,2,382166,49299,3691561,0.0134,Kentucky,February,February 2020,2 2020,2020-02-01
2020,2,22,2,838758,108200,3799736,0.0285,Louisiana,February,February 2020,2 2020,2020-02-01
2020,2,25,2,1849625,238602,5862386,0.0407,Massachusetts,February,February 2020,2 2020,2020-02-01
2020,2,29,2,1049834,135429,5077875,0.0267,Missouri,February,February 2020,2 2020,2020-02-01
2020,2,38,2,96965,12508,617880,0.0202,North Dakota,February,February 2020,2 2020,2020-02-01
2020,2,41,2,1244876,160589,3547474,0.0453,Oregon,February,February 2020,2 2020,2020-02-01
2020,2,47,2,1044827,134783,5661532,0.0238,Tennessee,February,February 2020,2 2020,2020-02-01
2020,2,48,2,4602558,593730,23257363,0.0255,Texas,February,February 2020,2 2020,2020-02-01
2020,2,49,2,290474,37471,2484352,0.0151,Utah,February,February 2020,2 2020,2020-02-01
2020,2,51,2,2001842,258238,7094962,0.0364,Virginia,February,February 2020,2 2020,2020-02-01
2020,2,55,2,1016296,131102,4851640,0.027000000000000003,Wisconsin,February,February 2020,2 2020,2020-02-01
2020,2,2,3,807103,36320,589481,0.0616,Alaska,February,February 2020,2 2020,2020-02-01
2020,2,5,3,3432513,154463,2476087,0.0624,Arkansas,February,February 2020,2 2020,2020-02-01
2020,2,8,3,7843100,352940,4789291,0.0737,Colorado,February,February 2020,2 2020,2020-02-01
2020,2,9,3,3293585,148211,3019188,0.0491,Connecticut,February,February 2020,2 2020,2020-02-01
2020,2,10,3,1331928,59937,816603,0.0734,Delaware,February,February 2020,2 2020,2020-02-01
2020,2,12,3,31051945,1397338,18207522,0.0767,Florida,February,February 2020,2 2020,2020-02-01
2020,2,17,3,14518833,653347,10512479,0.0621,Illinois,February,February 2020,2 2020,2020-02-01
2020,2,20,3,4590295,206563,2371396,0.0871,Kansas,February,February 2020,2 2020,2020-02-01
2020,2,21,3,5637796,253701,3691561,0.0687,Kentucky,February,February 2020,2 2020,2020-02-01
2020,2,25,3,8001865,360084,5862386,0.0614,Massachusetts,February,February 2020,2 2020,2020-02-01
2020,2,29,3,8692307,391154,5077875,0.077,Missouri,February,February 2020,2 2020,2020-02-01
2020,2,38,3,1402642,63119,617880,0.1022,North Dakota,February,February 2020,2 2020,2020-02-01
2020,2,41,3,6842158,307897,3547474,0.0868,Oregon,February,February 2020,2 2020,2020-02-01
2020,2,47,3,9156614,412048,5661532,0.0728,Tennessee,February,February 2020,2 2020,2020-02-01
2020,2,48,3,44981154,2024152,23257363,0.087,Texas,February,February 2020,2 2020,2020-02-01
2020,2,51,3,9423540,424059,7094962,0.0598,Virginia,February,February 2020,2 2020,2020-02-01
2020,3,2,1,178287,73276,589481,0.1243,Alaska,March,March 2020,3 2020,2020-03-01
2020,3,5,1,317338,130426,2476087,0.0527,Arkansas,March,March 2020,3 2020,2020-03-01
2020,3,8,1,1370100,563111,4789291,0.1176,Colorado,March,March 2020,3 2020,2020-03-01
2020,3,9,1,630619,259184,3019188,0.0858,Connecticut,March,March 2020,3 2020,2020-03-01
2020,3,10,1,378346,155500,816603,0.1904,Delaware,March,March 2020,3 2020,2020-03-01
2020,3,12,1,5222317,2146372,18207522,0.1179,Florida,March,March 2020,3 2020,2020-03-01
2020,3,17,1,1842336,757200,10512479,0.07200000000000001,Illinois,March,March 2020,3 2020,2020-03-01
2020,3,20,1,420056,172643,2371396,0.0728,Kansas,March,March 2020,3 2020,2020-03-01
2020,3,21,1,563527,231610,3691561,0.0627,Kentucky,March,March 2020,3 2020,2020-03-01
2020,3,22,1,801257,329317,3799736,0.0867,Louisiana,March,March 2020,3 2020,2020-03-01
2020,3,25,1,1232300,506475,5862386,0.0864,Massachusetts,March,March 2020,3 2020,2020-03-01
2020,3,29,1,1291767,530916,5077875,0.1046,Missouri,March,March 2020,3 2020,2020-03-01
2020,3,38,1,202883,83385,617880,0.135,North Dakota,March,March 2020,3 2020,2020-03-01
2020,3,47,1,907133,372832,5661532,0.0659,Tennessee,March,March 2020,3 2020,2020-03-01
2020,3,48,1,3134252,1288178,23257363,0.0554,Texas,March,March 2020,3 2020,2020-03-01
2020,3,49,1,324579,133402,2484352,0.0537,Utah,March,March 2020,3 2020,2020-03-01
2020,3,51,1,1208176,496560,7094962,0.07,Virginia,March,March 2020,3 2020,2020-03-01
2020,3,55,1,969848,398608,4851640,0.0822,Wisconsin,March,March 2020,3 2020,2020-03-01
2020,3,2,2,202228,26087,589481,0.0443,Alaska,March,March 2020,3 2020,2020-03-01
2020,3,5,2,337796,43576,2476087,0.0176,Arkansas,March,March 2020,3 2020,2020-03-01
2020,3,8,2,1725800,222628,4789291,0.0465,Colorado,March,March 2020,3 2020,2020-03-01
2020,3,9,2,1262908,162915,3019188,0.054000000000000006,Connecticut,March,March 2020,3 2020,2020-03-01
2020,3,10,2,432568,55801,816603,0.0683,Delaware,March,March 2020,3 2020,2020-03-01
2020,3,12,2,7690949,992132,18207522,0.0545,Florida,March,March 2020,3 2020,2020-03-01
2020,3,17,2,3191522,411706,10512479,0.0392,Illinois,March,March 2020,3 2020,2020-03-01
2020,3,21,2,517008,66694,3691561,0.0181,Kentucky,March,March 2020,3 2020,2020-03-01
2020,3,22,2,881068,113658,3799736,0.0299,Louisiana,March,March 2020,3 2020,2020-03-01
2020,3,25,2,2343322,302288,5862386,0.0516,Massachusetts,March,March 2020,3 2020,2020-03-01
2020,3,29,2,1241485,160152,5077875,0.0315,Missouri,March,March 2020,3 2020,2020-03-01
2020,3,38,2,135485,17478,617880,0.0283,North Dakota,March,March 2020,3 2020,2020-03-01
2020,3,41,2,952934,122928,3547474,0.0347,Oregon,March,March 2020,3 2020,2020-03-01
2020,3,47,2,1082870,139690,5661532,0.0247,Tennessee,March,March 2020,3 2020,2020-03-01
2020,3,48,2,4673983,602944,23257363,0.0259,Texas,March,March 2020,3 2020,2020-03-01
2020,3,49,2,351815,45384,2484352,0.0183,Utah,March,March 2020,3 2020,2020-03-01
2020,3,51,2,2490500,321274,7094962,0.0453,Virginia,March,March 2020,3 2020,2020-03-01
2020,3,55,2,969969,125126,4851640,0.0258,Wisconsin,March,March 2020,3 2020,2020-03-01
2020,3,2,3,1067000,48015,589481,0.0815,Alaska,March,March 2020,3 2020,2020-03-01
2020,3,5,3,3235304,145589,2476087,0.0588,Arkansas,March,March 2020,3 2020,2020-03-01
2020,3,8,3,10305200,463734,4789291,0.0968,Colorado,March,March 2020,3 2020,2020-03-01
2020,3,9,3,4057008,182565,3019188,0.0605,Connecticut,March,March 2020,3 2020,2020-03-01
2020,3,10,3,1570039,70652,816603,0.0865,Delaware,March,March 2020,3 2020,2020-03-01
2020,3,12,3,38961260,1753257,18207522,0.0963,Florida,March,March 2020,3 2020,2020-03-01
2020,3,17,3,19097960,859408,10512479,0.0818,Illinois,March,March 2020,3 2020,2020-03-01
2020,3,20,3,3839498,172777,2371396,0.0729,Kansas,March,March 2020,3 2020,2020-03-01
2020,3,21,3,5823982,262079,3691561,0.071,Kentucky,March,March 2020,3 2020,2020-03-01
2020,3,25,3,8522469,383511,5862386,0.0654,Massachusetts,March,March 2020,3 2020,2020-03-01
2020,3,29,3,10148309,456674,5077875,0.0899,Missouri,March,March 2020,3 2020,2020-03-01
2020,3,38,3,1609332,72420,617880,0.1172,North Dakota,March,March 2020,3 2020,2020-03-01
2020,3,41,3,4668238,210071,3547474,0.0592,Oregon,March,March 2020,3 2020,2020-03-01
2020,3,47,3,8650538,389274,5661532,0.0688,Tennessee,March,March 2020,3 2020,2020-03-01
2020,3,48,3,36355383,1635992,23257363,0.0703,Texas,March,March 2020,3 2020,2020-03-01
2020,3,51,3,12153709,546917,7094962,0.0771,Virginia,March,March 2020,3 2020,2020-03-01
2020,4,2,1,137414,56477,589481,0.0958,Alaska,April,April 2020,4 2020,2020-04-01
2020,4,5,1,355568,146139,2476087,0.059000000000000004,Arkansas,April,April 2020,4 2020,2020-04-01
2020,4,8,1,1187000,487857,4789291,0.1019,Colorado,April,April 2020,4 2020,2020-04-01
2020,4,9,1,538158,221183,3019188,0.0733,Connecticut,April,April 2020,4 2020,2020-04-01
2020,4,10,1,327293,134517,816603,0.1647,Delaware,April,April 2020,4 2020,2020-04-01
